date,day_of_week,month,is_weekend,location,shelter_density,donor_activity_index,food_category,temperature_celsius,beneficiaries_count,historical_demand_lag1,historical_demand_lag7,meals_demanded
2025-06-06,4,6,0,Dwarka,5,4.25,DAIRY,33.5,100,111,96,142
2025-06-07,5,6,1,Lajpat Nagar,8,1.59,OTHER,35.3,23,23,21,108
2025-06-08,6,6,1,Lodhi Colony,7,3.37,OTHER,35.1,102,101,109,198
2025-06-09,0,6,0,Karol Bagh,9,1.56,PRODUCE_FRUITS,34.0,22,19,21,89
2025-06-10,1,6,0,Dwarka,5,1.95,BAKERY,32.6,61,59,71,102
2025-06-11,2,6,0,Karol Bagh,9,3.61,COOKED_MEALS,38.2,113,117,124,200
2025-06-12,3,6,0,Karol Bagh,9,3.98,PACKAGED_FOOD,35.9,55,60,59,121
2025-06-13,4,6,0,Dwarka,5,2.7,PACKAGED_FOOD,39.0,120,107,102,183
2025-06-14,5,6,1,Connaught Place,4,2.73,DAIRY,36.9,35,30,30,107
2025-06-15,6,6,1,Karol Bagh,9,3.52,OTHER,43.4,83,88,89,188
2025-06-16,0,6,0,Rohini,7,1.88,DAIRY,43.0,29,31,33,77
2025-06-17,1,6,0,Connaught Place,4,1.96,DAIRY,42.7,91,91,108,136
2025-06-18,2,6,0,Lajpat Nagar,8,3.84,COOKED_MEALS,40.9,30,27,34,109
2025-06-19,3,6,0,Lajpat Nagar,8,2.19,COOKED_MEALS,37.1,112,121,93,189
2025-06-20,4,6,0,Rohini,7,3.1,DAIRY,32.5,28,24,29,76
2025-06-21,5,6,1,Connaught Place,4,1.64,PRODUCE_FRUITS,40.0,111,97,94,178
2025-06-22,6,6,1,Karol Bagh,9,2.18,BAKERY,34.2,59,50,50,151
2025-06-23,0,6,0,Karol Bagh,9,2.65,BAKERY,42.3,114,121,102,178
2025-06-24,1,6,0,Karol Bagh,9,1.73,OTHER,38.9,16,16,17,82
2025-06-25,2,6,0,Rohini,7,3.27,BEVERAGES,33.2,42,47,47,98
2025-06-26,3,6,0,Lodhi Colony,7,2.71,PACKAGED_FOOD,34.2,101,114,88,155
2025-06-27,4,6,0,Lajpat Nagar,8,3.2,DAIRY,33.4,55,48,46,124
2025-06-28,5,6,1,Lajpat Nagar,8,3.14,PRODUCE_FRUITS,40.5,86,91,71,172
2025-06-29,6,6,1,Lodhi Colony,7,3.48,PRODUCE_FRUITS,40.2,71,65,68,161
2025-06-30,0,6,0,Rohini,7,2.91,OTHER,32.8,117,116,125,189
2025-07-01,1,7,0,Lodhi Colony,7,3.72,DAIRY,37.3,99,104,83,188
2025-07-02,2,7,0,Lodhi Colony,7,2.82,PACKAGED_FOOD,43.7,109,122,129,191
2025-07-03,3,7,0,Connaught Place,4,2.16,OTHER,43.9,30,27,29,81
2025-07-04,4,7,0,Lodhi Colony,7,2.42,BEVERAGES,41.2,90,83,100,144
2025-07-05,5,7,1,Lodhi Colony,7,3.7,DAIRY,43.9,80,74,88,165
2025-07-06,6,7,1,South Extension,6,1.9,DAIRY,38.0,95,107,77,174
2025-07-07,0,7,0,Lodhi Colony,7,3.74,BAKERY,36.6,101,95,93,149
2025-07-08,1,7,0,Karol Bagh,9,1.82,COOKED_MEALS,39.9,81,87,90,160
2025-07-09,2,7,0,Lodhi Colony,7,3.17,PACKAGED_FOOD,36.1,84,85,99,155
2025-07-10,3,7,0,South Extension,6,4.77,COOKED_MEALS,36.6,55,60,53,129
2025-07-11,4,7,0,Dwarka,5,4.34,PRODUCE_FRUITS,42.6,36,35,30,91
2025-07-12,5,7,1,Dwarka,5,2.78,OTHER,33.3,101,100,103,170
2025-07-13,6,7,1,Karol Bagh,9,4.32,PACKAGED_FOOD,32.7,48,47,57,144
2025-07-14,0,7,0,Karol Bagh,9,3.73,OTHER,43.7,56,48,58,132
2025-07-15,1,7,0,Rohini,7,3.95,COOKED_MEALS,41.2,95,90,79,175
2025-07-16,2,7,0,Connaught Place,4,4.77,DAIRY,36.2,99,91,88,150
2025-07-17,3,7,0,Dwarka,5,1.72,PRODUCE_FRUITS,33.4,36,30,33,82
2025-07-18,4,7,0,Lodhi Colony,7,3.67,DAIRY,38.8,68,63,73,109
2025-07-19,5,7,1,Lodhi Colony,7,3.38,PRODUCE_FRUITS,38.9,118,117,127,197
2025-07-20,6,7,1,Lajpat Nagar,8,2.61,PACKAGED_FOOD,41.7,100,95,104,187
2025-07-21,0,7,0,Lodhi Colony,7,3.6,OTHER,32.9,83,75,75,150
2025-07-22,1,7,0,Connaught Place,4,4.79,DAIRY,41.7,94,100,78,149
2025-07-23,2,7,0,Connaught Place,4,2.4,PACKAGED_FOOD,41.6,75,73,70,117
2025-07-24,3,7,0,South Extension,6,3.65,PRODUCE_FRUITS,38.1,53,51,53,111
2025-07-25,4,7,0,Karol Bagh,9,3.2,BEVERAGES,41.2,38,42,39,114
2025-07-26,5,7,1,Karol Bagh,9,4.35,PACKAGED_FOOD,38.0,99,112,108,182
2025-07-27,6,7,1,Karol Bagh,9,4.17,OTHER,41.2,70,79,76,174
2025-07-28,0,7,0,South Extension,6,3.22,PRODUCE_FRUITS,37.5,45,40,48,96
2025-07-29,1,7,0,Connaught Place,4,4.34,COOKED_MEALS,39.6,67,62,61,135
2025-07-30,2,7,0,Lajpat Nagar,8,2.35,PACKAGED_FOOD,34.8,45,39,39,105
2025-07-31,3,7,0,Lodhi Colony,7,3.1,DAIRY,37.1,19,17,17,91
2025-08-01,4,8,0,South Extension,6,2.35,OTHER,26.8,85,76,96,144
2025-08-02,5,8,1,South Extension,6,1.68,COOKED_MEALS,27.1,53,58,61,136
2025-08-03,6,8,1,Lodhi Colony,7,4.46,BEVERAGES,30.6,26,25,29,117
2025-08-04,0,8,0,Karol Bagh,9,3.92,COOKED_MEALS,29.2,89,101,104,164
2025-08-05,1,8,0,Connaught Place,4,3.14,COOKED_MEALS,26.4,30,32,27,88
2025-08-06,2,8,0,Rohini,7,3.97,BAKERY,33.4,42,37,36,90
2025-08-07,3,8,0,Connaught Place,4,2.95,PRODUCE_FRUITS,32.6,22,21,20,70
2025-08-08,4,8,0,Lodhi Colony,7,3.07,BAKERY,33.6,115,130,108,173
2025-08-09,5,8,1,Dwarka,5,2.71,PRODUCE_FRUITS,24.2,92,79,100,168
2025-08-10,6,8,1,Rohini,7,3.72,PRODUCE_FRUITS,29.5,54,56,58,138
2025-08-11,0,8,0,Rohini,7,3.76,PACKAGED_FOOD,32.7,71,68,82,114
2025-08-12,1,8,0,Connaught Place,4,2.49,OTHER,31.6,53,48,61,108
2025-08-13,2,8,0,Lodhi Colony,7,3.58,OTHER,31.7,67,72,60,138
2025-08-14,3,8,0,Lodhi Colony,7,3.05,DAIRY,33.3,57,60,65,121
2025-08-15,4,8,0,Rohini,7,1.83,BAKERY,31.0,79,68,76,132
2025-08-16,5,8,1,Connaught Place,4,3.0,COOKED_MEALS,31.6,97,101,102,170
2025-08-17,6,8,1,Rohini,7,3.62,COOKED_MEALS,28.0,95,89,97,197
2025-08-18,0,8,0,Dwarka,5,4.7,OTHER,30.5,31,34,33,87
2025-08-19,1,8,0,Rohini,7,4.6,DAIRY,28.8,109,97,94,167
2025-08-20,2,8,0,Connaught Place,4,2.16,DAIRY,27.7,65,72,76,101
2025-08-21,3,8,0,Karol Bagh,9,2.24,COOKED_MEALS,33.2,97,100,86,180
2025-08-22,4,8,0,Connaught Place,4,3.81,BAKERY,24.5,94,91,84,145
2025-08-23,5,8,1,South Extension,6,4.66,BAKERY,33.5,30,25,30,117
2025-08-24,6,8,1,Rohini,7,3.72,COOKED_MEALS,26.2,41,37,46,118
2025-08-25,0,8,0,Rohini,7,2.38,BEVERAGES,28.9,31,30,27,87
2025-08-26,1,8,0,Dwarka,5,3.73,DAIRY,25.8,116,103,106,182
2025-08-27,2,8,0,Connaught Place,4,2.28,DAIRY,33.1,62,63,65,111
2025-08-28,3,8,0,Rohini,7,2.57,BEVERAGES,28.0,42,44,45,100
2025-08-29,4,8,0,Dwarka,5,3.47,COOKED_MEALS,25.0,22,19,25,71
2025-08-30,5,8,1,Karol Bagh,9,4.6,OTHER,30.0,110,120,88,213
2025-08-31,6,8,1,Karol Bagh,9,3.54,PRODUCE_FRUITS,33.8,100,96,118,188
2025-09-01,0,9,0,Connaught Place,4,2.06,DAIRY,33.3,74,65,68,112
2025-09-02,1,9,0,Karol Bagh,9,2.93,PRODUCE_FRUITS,25.2,20,22,19,89
2025-09-03,2,9,0,Connaught Place,4,4.56,PRODUCE_FRUITS,33.0,48,49,53,95
2025-09-04,3,9,0,Connaught Place,4,3.21,DAIRY,32.9,55,58,54,109
2025-09-05,4,9,0,Dwarka,5,3.6,DAIRY,24.5,34,29,29,78
2025-09-06,5,9,1,Lodhi Colony,7,2.36,BEVERAGES,28.7,29,33,33,117
2025-09-07,6,9,1,Dwarka,5,3.35,DAIRY,28.9,107,118,90,188
2025-09-08,0,9,0,South Extension,6,2.17,PRODUCE_FRUITS,25.8,36,38,40,72
2025-09-09,1,9,0,Lajpat Nagar,8,3.43,COOKED_MEALS,29.3,88,79,102,157
2025-09-10,2,9,0,Lajpat Nagar,8,4.04,BEVERAGES,24.9,57,48,61,117
2025-09-11,3,9,0,Karol Bagh,9,4.57,COOKED_MEALS,32.4,34,29,33,107
2025-09-12,4,9,0,Dwarka,5,3.68,DAIRY,30.3,49,50,39,110
2025-09-13,5,9,1,Lodhi Colony,7,2.57,BEVERAGES,34.0,117,119,103,202
2025-09-14,6,9,1,South Extension,6,4.15,PRODUCE_FRUITS,27.2,22,23,22,100
2025-09-15,0,9,0,Connaught Place,4,2.09,OTHER,32.7,26,22,22,63
2025-09-16,1,9,0,Lodhi Colony,7,4.07,PRODUCE_FRUITS,30.5,98,87,90,164
2025-09-17,2,9,0,Connaught Place,4,4.48,PACKAGED_FOOD,25.3,100,87,94,136
2025-09-18,3,9,0,Lajpat Nagar,8,3.12,DAIRY,28.8,87,89,72,143
2025-09-19,4,9,0,Lajpat Nagar,8,2.93,DAIRY,24.9,80,76,78,144
2025-09-20,5,9,1,Lajpat Nagar,8,3.64,BEVERAGES,25.6,78,78,82,177
2025-09-21,6,9,1,South Extension,6,4.49,DAIRY,27.0,31,32,28,118
2025-09-22,0,9,0,Lajpat Nagar,8,3.23,PRODUCE_FRUITS,29.7,85,74,69,155
2025-09-23,1,9,0,South Extension,6,3.03,BEVERAGES,29.7,47,44,48,104
2025-09-24,2,9,0,Rohini,7,3.16,COOKED_MEALS,31.4,74,66,64,140
2025-09-25,3,9,0,Dwarka,5,2.48,PACKAGED_FOOD,31.2,111,116,116,162
2025-09-26,4,9,0,Connaught Place,4,2.63,OTHER,32.1,42,38,46,71
2025-09-27,5,9,1,South Extension,6,2.93,COOKED_MEALS,24.1,29,24,30,106
2025-09-28,6,9,1,Lodhi Colony,7,3.78,OTHER,30.6,110,113,109,184
2025-09-29,0,9,0,Connaught Place,4,3.78,BEVERAGES,30.8,117,110,99,151
2025-09-30,1,9,0,South Extension,6,2.13,OTHER,24.2,39,43,34,79
2025-10-01,2,10,0,Lodhi Colony,7,4.28,OTHER,31.9,39,34,43,90
2025-10-02,3,10,0,Lajpat Nagar,8,3.06,COOKED_MEALS,25.2,34,36,33,101
2025-10-03,4,10,0,Lodhi Colony,7,3.43,BAKERY,26.9,65,56,52,123
2025-10-04,5,10,1,Dwarka,5,4.3,DAIRY,33.8,78,83,80,153
2025-10-05,6,10,1,Lodhi Colony,7,2.82,PACKAGED_FOOD,29.9,93,105,108,176
2025-10-06,0,10,0,Rohini,7,3.11,BEVERAGES,24.6,17,16,15,86
2025-10-07,1,10,0,Lodhi Colony,7,4.43,COOKED_MEALS,28.9,97,92,104,176
2025-10-08,2,10,0,South Extension,6,2.03,BEVERAGES,25.9,59,57,59,97
2025-10-09,3,10,0,Karol Bagh,9,4.32,BEVERAGES,30.6,31,34,33,93
2025-10-10,4,10,0,Lodhi Colony,7,4.67,OTHER,33.4,98,104,109,167
2025-10-11,5,10,1,Karol Bagh,9,2.18,BEVERAGES,31.5,100,99,86,179
2025-10-12,6,10,1,Lajpat Nagar,8,3.5,COOKED_MEALS,31.9,78,73,68,182
2025-10-13,0,10,0,Connaught Place,4,2.68,BAKERY,25.7,79,67,65,121
2025-10-14,1,10,0,Lodhi Colony,7,1.88,BAKERY,25.2,43,42,51,97
2025-10-15,2,10,0,Rohini,7,4.4,PRODUCE_FRUITS,33.0,103,114,107,154
2025-10-16,3,10,0,South Extension,6,3.83,DAIRY,32.0,111,98,93,158
2025-10-17,4,10,0,South Extension,6,4.22,COOKED_MEALS,29.1,36,37,41,92
2025-10-18,5,10,1,Connaught Place,4,2.02,PRODUCE_FRUITS,31.1,112,112,122,192
2025-10-19,6,10,1,Connaught Place,4,4.2,COOKED_MEALS,32.5,71,81,78,164
2025-10-20,0,10,0,South Extension,6,2.31,OTHER,28.7,51,51,42,91
2025-10-21,1,10,0,Connaught Place,4,3.58,BAKERY,25.5,111,111,123,167
2025-10-22,2,10,0,Lajpat Nagar,8,4.15,DAIRY,33.2,73,82,73,131
2025-10-23,3,10,0,Lodhi Colony,7,1.98,COOKED_MEALS,31.2,81,91,67,128
2025-10-24,4,10,0,Connaught Place,4,2.83,OTHER,25.6,22,21,17,66
2025-10-25,5,10,1,Karol Bagh,9,1.69,BEVERAGES,33.8,117,122,117,208
2025-10-26,6,10,1,Connaught Place,4,2.88,BEVERAGES,31.0,53,56,49,115
2025-10-27,0,10,0,Karol Bagh,9,3.51,BAKERY,31.0,72,75,83,153
2025-10-28,1,10,0,Karol Bagh,9,4.1,BEVERAGES,28.4,59,65,65,123
2025-10-29,2,10,0,Connaught Place,4,1.78,PACKAGED_FOOD,27.3,107,114,123,151
2025-10-30,3,10,0,Karol Bagh,9,4.77,PRODUCE_FRUITS,26.1,80,81,80,151
2025-10-31,4,10,0,South Extension,6,4.44,PACKAGED_FOOD,29.9,45,49,41,96
2025-11-01,5,11,1,Lodhi Colony,7,4.76,COOKED_MEALS,31.3,62,57,62,172
2025-11-02,6,11,1,South Extension,6,2.98,PACKAGED_FOOD,31.4,73,69,65,163
2025-11-03,0,11,0,Dwarka,5,4.76,PACKAGED_FOOD,31.1,95,99,108,151
2025-11-04,1,11,0,Dwarka,5,4.09,BEVERAGES,29.7,32,34,32,88
2025-11-05,2,11,0,Lajpat Nagar,8,1.85,PACKAGED_FOOD,29.8,120,130,117,185
2025-11-06,3,11,0,Lodhi Colony,7,1.77,COOKED_MEALS,28.2,31,30,30,98
2025-11-07,4,11,0,Connaught Place,4,3.73,DAIRY,29.9,81,87,93,118
2025-11-08,5,11,1,Lodhi Colony,7,3.77,DAIRY,31.3,68,74,58,150
2025-11-09,6,11,1,Lajpat Nagar,8,3.1,DAIRY,25.3,105,105,106,192
2025-11-10,0,11,0,South Extension,6,3.96,PACKAGED_FOOD,27.7,30,30,28,75
2025-11-11,1,11,0,South Extension,6,2.72,PRODUCE_FRUITS,24.4,34,30,31,78
2025-11-12,2,11,0,South Extension,6,4.11,BAKERY,31.8,68,58,78,129
2025-11-13,3,11,0,Connaught Place,4,2.21,OTHER,31.4,15,13,14,59
2025-11-14,4,11,0,Karol Bagh,9,2.52,DAIRY,33.0,115,110,130,177
2025-11-15,5,11,1,Rohini,7,3.5,OTHER,25.4,96,94,94,168
2025-11-16,6,11,1,Connaught Place,4,1.79,PACKAGED_FOOD,30.6,67,64,77,140
2025-11-17,0,11,0,Connaught Place,4,3.29,BEVERAGES,32.9,109,101,91,157
2025-11-18,1,11,0,Dwarka,5,4.13,BEVERAGES,27.1,97,86,99,151
2025-11-19,2,11,0,Lajpat Nagar,8,4.65,PACKAGED_FOOD,29.8,21,23,21,85
2025-11-20,3,11,0,South Extension,6,1.9,PACKAGED_FOOD,25.8,17,15,14,53
2025-11-21,4,11,0,Rohini,7,3.83,PACKAGED_FOOD,28.4,118,119,109,172
2025-11-22,5,11,1,South Extension,6,2.62,BAKERY,28.1,82,77,74,157
2025-11-23,6,11,1,South Extension,6,4.73,PACKAGED_FOOD,25.7,33,29,36,127
2025-11-24,0,11,0,Dwarka,5,2.06,PACKAGED_FOOD,33.6,38,32,31,99
2025-11-25,1,11,0,Lodhi Colony,7,1.83,BAKERY,28.1,56,51,65,110
2025-11-26,2,11,0,Lajpat Nagar,8,3.98,PACKAGED_FOOD,26.4,80,86,76,143
2025-11-27,3,11,0,South Extension,6,2.39,PRODUCE_FRUITS,28.6,67,58,54,105
2025-11-28,4,11,0,South Extension,6,2.39,PACKAGED_FOOD,30.8,46,49,48,82
2025-11-29,5,11,1,Lajpat Nagar,8,2.51,DAIRY,28.5,96,96,106,191
2025-11-30,6,11,1,Lajpat Nagar,8,4.08,PACKAGED_FOOD,33.5,86,84,68,189
2025-12-01,0,12,0,Lodhi Colony,7,4.67,PACKAGED_FOOD,14.9,36,30,42,82
2025-12-02,1,12,0,Rohini,7,3.74,PRODUCE_FRUITS,20.4,42,43,42,99
2025-12-03,2,12,0,South Extension,6,2.03,PACKAGED_FOOD,17.6,53,46,57,105
2025-12-04,3,12,0,Connaught Place,4,4.4,BAKERY,18.1,117,110,125,153
2025-12-05,4,12,0,Connaught Place,4,3.6,OTHER,19.1,49,45,58,86
2025-12-06,5,12,1,Karol Bagh,9,2.58,BEVERAGES,13.3,15,15,12,108
2025-12-07,6,12,1,South Extension,6,3.72,DAIRY,17.6,104,110,114,172
2025-12-08,0,12,0,Dwarka,5,3.65,PACKAGED_FOOD,12.3,119,125,127,164
2025-12-09,1,12,0,Connaught Place,4,4.71,DAIRY,20.3,60,57,68,115
2025-12-10,2,12,0,South Extension,6,3.03,BAKERY,16.4,43,46,47,70
2025-12-11,3,12,0,Dwarka,5,4.54,PRODUCE_FRUITS,13.9,119,123,109,169
2025-12-12,4,12,0,Lodhi Colony,7,4.69,COOKED_MEALS,14.8,105,111,92,170
2025-12-13,5,12,1,Lajpat Nagar,8,4.75,BEVERAGES,16.0,50,51,49,130
2025-12-14,6,12,1,Karol Bagh,9,3.72,PACKAGED_FOOD,17.7,23,23,25,110
2025-12-15,0,12,0,Lajpat Nagar,8,2.36,PACKAGED_FOOD,20.6,81,86,73,140
2025-12-16,1,12,0,Dwarka,5,3.74,PACKAGED_FOOD,14.5,86,95,68,132
2025-12-17,2,12,0,Lodhi Colony,7,3.62,BEVERAGES,12.5,56,54,67,108
2025-12-18,3,12,0,Lodhi Colony,7,3.14,PACKAGED_FOOD,19.6,107,98,97,176
2025-12-19,4,12,0,Lodhi Colony,7,3.26,PRODUCE_FRUITS,12.1,39,37,44,100
2025-12-20,5,12,1,Lajpat Nagar,8,4.73,DAIRY,21.6,46,41,42,115
2025-12-21,6,12,1,South Extension,6,3.57,COOKED_MEALS,12.3,70,76,72,153
2025-12-22,0,12,0,Connaught Place,4,2.32,DAIRY,14.4,58,63,65,90
2025-12-23,1,12,0,Karol Bagh,9,4.12,COOKED_MEALS,19.8,94,92,78,168
2025-12-24,2,12,0,South Extension,6,4.53,DAIRY,15.1,103,89,87,160
2025-12-25,3,12,0,Rohini,7,2.96,PRODUCE_FRUITS,18.1,70,60,74,118
2025-12-26,4,12,0,Lodhi Colony,7,2.83,PACKAGED_FOOD,19.5,44,48,49,94
2025-12-27,5,12,1,Karol Bagh,9,1.54,DAIRY,16.6,69,76,72,145
2025-12-28,6,12,1,Rohini,7,1.59,PACKAGED_FOOD,15.3,39,34,31,130
2025-12-29,0,12,0,Dwarka,5,1.72,OTHER,20.4,88,78,88,125
2025-12-30,1,12,0,Karol Bagh,9,2.97,BAKERY,13.4,20,17,18,87
2025-12-31,2,12,0,Lodhi Colony,7,3.19,BEVERAGES,19.5,54,55,54,114
2025-01-01,2,1,0,Karol Bagh,9,2.63,PRODUCE_FRUITS,21.7,81,83,86,152
2025-01-02,3,1,0,South Extension,6,2.28,OTHER,20.4,21,20,18,72
2025-01-03,4,1,0,Rohini,7,1.73,BAKERY,18.7,103,108,101,172
2025-01-04,5,1,1,Dwarka,5,2.59,PACKAGED_FOOD,17.7,57,58,55,133
2025-01-05,6,1,1,Rohini,7,4.5,DAIRY,14.2,15,15,16,106
2025-01-06,0,1,0,Lodhi Colony,7,3.56,BAKERY,16.8,113,128,105,170
2025-01-07,1,1,0,Lajpat Nagar,8,4.23,COOKED_MEALS,15.6,24,22,24,88
2025-01-08,2,1,0,Lajpat Nagar,8,2.46,BAKERY,18.3,112,107,133,173
2025-01-09,3,1,0,Lajpat Nagar,8,4.42,BEVERAGES,13.7,85,78,74,154
2025-01-10,4,1,0,Lajpat Nagar,8,4.28,COOKED_MEALS,12.2,101,90,107,179
2025-01-11,5,1,1,Lajpat Nagar,8,2.51,BAKERY,15.7,62,64,72,141
2025-01-12,6,1,1,Rohini,7,4.79,DAIRY,20.8,23,20,26,113
2025-01-13,0,1,0,Karol Bagh,9,2.75,PRODUCE_FRUITS,15.2,69,78,61,134
2025-01-14,1,1,0,South Extension,6,4.02,PACKAGED_FOOD,13.9,83,77,71,136
2025-01-15,2,1,0,Connaught Place,4,4.38,OTHER,17.1,89,99,78,146
2025-01-16,3,1,0,South Extension,6,4.09,OTHER,18.6,23,20,21,84
2025-01-17,4,1,0,Connaught Place,4,3.15,DAIRY,13.8,106,101,114,139
2025-01-18,5,1,1,Dwarka,5,4.65,DAIRY,14.7,66,68,73,140
2025-01-19,6,1,1,Lajpat Nagar,8,2.99,BAKERY,16.0,54,52,51,135
2025-01-20,0,1,0,Lajpat Nagar,8,4.59,PRODUCE_FRUITS,14.5,25,22,20,79
2025-01-21,1,1,0,Karol Bagh,9,1.64,PACKAGED_FOOD,18.2,69,67,67,130
2025-01-22,2,1,0,Connaught Place,4,4.15,PRODUCE_FRUITS,14.7,18,16,16,54
2025-01-23,3,1,0,South Extension,6,2.47,PACKAGED_FOOD,17.1,97,84,88,140
2025-01-24,4,1,0,Lajpat Nagar,8,1.82,COOKED_MEALS,15.6,84,76,73,146
2025-01-25,5,1,1,Rohini,7,4.04,OTHER,14.7,105,108,89,197
2025-01-26,6,1,1,Rohini,7,3.98,BEVERAGES,17.4,48,40,44,138
2025-01-27,0,1,0,Lodhi Colony,7,4.62,OTHER,17.8,98,83,104,146
2025-01-28,1,1,0,Rohini,7,4.64,OTHER,16.0,44,46,38,103
2025-01-29,2,1,0,Karol Bagh,9,4.0,BEVERAGES,20.1,58,63,53,135
2025-01-30,3,1,0,Lajpat Nagar,8,2.92,BEVERAGES,16.2,71,69,72,122
2025-01-31,4,1,0,Lajpat Nagar,8,2.51,BEVERAGES,12.1,118,123,111,183
2025-02-01,5,2,1,Lajpat Nagar,8,2.88,BEVERAGES,19.5,112,121,113,200
2025-02-02,6,2,1,Rohini,7,1.61,BAKERY,13.5,57,58,63,134
2025-02-03,0,2,0,Karol Bagh,9,3.39,DAIRY,21.8,41,46,33,98
2025-02-04,1,2,0,Connaught Place,4,3.38,DAIRY,18.4,53,46,44,100
2025-02-05,2,2,0,Karol Bagh,9,2.09,OTHER,18.9,77,66,67,144
2025-02-06,3,2,0,Lajpat Nagar,8,2.27,BEVERAGES,17.2,73,63,73,125
2025-02-07,4,2,0,Lajpat Nagar,8,2.58,DAIRY,15.9,29,25,28,83
2025-02-08,5,2,1,Rohini,7,2.18,OTHER,14.1,70,76,74,141
2025-02-09,6,2,1,Lajpat Nagar,8,3.49,PRODUCE_FRUITS,17.9,79,84,77,175
2025-02-10,0,2,0,Lodhi Colony,7,1.71,DAIRY,18.0,46,46,53,118
2025-02-11,1,2,0,Lodhi Colony,7,3.02,PACKAGED_FOOD,12.4,26,24,29,65
2025-02-12,2,2,0,Dwarka,5,4.11,DAIRY,18.1,118,130,113,172
2025-02-13,3,2,0,Lajpat Nagar,8,4.47,BEVERAGES,16.3,64,71,55,119
2025-02-14,4,2,0,South Extension,6,2.29,OTHER,13.6,95,96,101,139
2025-02-15,5,2,1,South Extension,6,3.8,BEVERAGES,21.0,78,75,86,165
2025-02-16,6,2,1,Rohini,7,1.85,OTHER,19.8,67,66,60,151
2025-02-17,0,2,0,Karol Bagh,9,1.65,COOKED_MEALS,12.7,103,108,101,168
2025-02-18,1,2,0,Lajpat Nagar,8,2.81,COOKED_MEALS,14.5,105,118,97,181
2025-02-19,2,2,0,Dwarka,5,3.03,DAIRY,12.7,85,89,92,121
2025-02-20,3,2,0,Connaught Place,4,4.28,BAKERY,20.4,92,80,84,142
2025-02-21,4,2,0,Karol Bagh,9,3.95,BAKERY,12.8,112,95,101,174
2025-02-22,5,2,1,Dwarka,5,1.61,BEVERAGES,17.3,71,75,80,141
2025-02-23,6,2,1,Rohini,7,3.23,BEVERAGES,19.2,28,27,25,110
2025-02-24,0,2,0,Rohini,7,2.75,BAKERY,21.3,62,69,54,116
2025-02-25,1,2,0,South Extension,6,2.89,COOKED_MEALS,15.4,39,41,32,100
2025-02-26,2,2,0,Rohini,7,4.24,BAKERY,19.2,20,19,16,75
2025-02-27,3,2,0,Connaught Place,4,2.56,BEVERAGES,13.9,41,46,39,72
2025-02-28,4,2,0,South Extension,6,2.68,BAKERY,12.1,98,92,93,149
2025-03-01,5,3,1,Lodhi Colony,7,2.23,BEVERAGES,32.2,98,101,80,189
2025-03-02,6,3,1,Rohini,7,3.48,COOKED_MEALS,31.1,116,133,132,210
2025-03-03,0,3,0,Lajpat Nagar,8,2.33,COOKED_MEALS,30.0,95,100,101,178
2025-03-04,1,3,0,Connaught Place,4,2.08,OTHER,32.8,55,62,58,93
2025-03-05,2,3,0,South Extension,6,2.61,PACKAGED_FOOD,33.1,72,69,76,125
2025-03-06,3,3,0,South Extension,6,2.27,PACKAGED_FOOD,31.6,30,28,32,89
2025-03-07,4,3,0,Rohini,7,2.3,COOKED_MEALS,24.6,62,61,54,117
2025-03-08,5,3,1,Lajpat Nagar,8,4.55,PACKAGED_FOOD,33.9,71,76,66,175
2025-03-09,6,3,1,Connaught Place,4,2.55,OTHER,31.6,81,88,78,157
2025-03-10,0,3,0,Lajpat Nagar,8,4.29,PRODUCE_FRUITS,27.4,41,41,47,92
2025-03-11,1,3,0,Dwarka,5,4.76,OTHER,30.9,107,98,122,158
2025-03-12,2,3,0,Dwarka,5,1.52,OTHER,28.9,39,33,46,80
2025-03-13,3,3,0,Lajpat Nagar,8,1.91,BAKERY,29.9,116,131,103,188
2025-03-14,4,3,0,Connaught Place,4,2.04,BAKERY,26.4,37,38,34,81
2025-03-15,5,3,1,Karol Bagh,9,2.98,BEVERAGES,26.0,115,114,135,205
2025-03-16,6,3,1,Lodhi Colony,7,2.96,PACKAGED_FOOD,30.1,70,75,78,161
2025-03-17,0,3,0,Rohini,7,3.09,OTHER,27.8,25,26,29,76
2025-03-18,1,3,0,Dwarka,5,2.08,DAIRY,28.6,73,68,74,115
2025-03-19,2,3,0,Lodhi Colony,7,1.74,BAKERY,31.1,40,35,35,101
2025-03-20,3,3,0,Dwarka,5,2.74,DAIRY,33.3,65,74,61,114
2025-03-21,4,3,0,Lodhi Colony,7,2.52,PACKAGED_FOOD,24.7,19,21,16,75
2025-03-22,5,3,1,Rohini,7,2.94,PRODUCE_FRUITS,31.7,111,118,111,196
2025-03-23,6,3,1,Lodhi Colony,7,3.6,PRODUCE_FRUITS,31.0,98,94,95,187
2025-03-24,0,3,0,Rohini,7,2.69,BEVERAGES,30.8,104,109,89,171
2025-03-25,1,3,0,Karol Bagh,9,3.0,BEVERAGES,25.5,46,47,54,110
2025-03-26,2,3,0,Rohini,7,1.8,BEVERAGES,33.2,65,69,77,118
2025-03-27,3,3,0,South Extension,6,3.21,BAKERY,32.8,36,39,32,82
2025-03-28,4,3,0,Dwarka,5,4.43,PACKAGED_FOOD,27.1,67,72,78,139
2025-03-29,5,3,1,Rohini,7,1.79,BEVERAGES,29.7,117,111,100,200
